CHR	startp	endp	n.sgRNAs	avg.logFC	guideIdx
1	871254	889405	8	-0.2792	1, 8
1	892636	1244965	86	-0.0047	9, 94
1	1249245	1250822	5	-1.171	95, 99
1	1262380	1475132	76	-0	100, 175
1	1480324	1500283	5	-1.5454	176, 180
1	1534990	1603043	20	-0	181, 200
1	1643690	1653160	5	-1.181	201, 205
1	1670455	19652812	895	0	206, 1100
1	19683973	19950004	8	-1.1715	1101, 1108
1	19981602	20966451	80	0	1109, 1188
1	20981932	20987770	5	-0.802	1189, 1193
1	21016717	22333930	64	-0	1194, 1257
1	22405055	22413220	5	-1.2427	1258, 1262
1	22447998	23885834	85	0	1263, 1347
1	24019204	24021256	5	-2.4235	1348, 1352
1	24070053	25554010	106	0	1353, 1458
1	25554605	25558650	3	-1.3149	1459, 1461
1	25573047	26751873	130	0	1462, 1591
1	26764677	26786564	5	-2.9006	1592, 1596
1	26800604	27190004	27	-0	1597, 1623
1	27215514	27216435	5	-1.4067	1624, 1628
1	27226491	27250625	11	-0	1629, 1639
1	27268067	27269243	4	-1.47	1640, 1643
1	27278263	28159333	86	0	1644, 1729
1	28165343	28176845	14	-1.1308	1730, 1743
1	28199154	32691836	236	0.0058	1744, 1979
1	32692053	32694195	3	-1.8951	1980, 1982
1	32713132	33059124	45	0	1983, 2027
1	33099559	33134609	10	-0.8946	2028, 2037
1	33161085	33234267	9	0.0444	2038, 2046
1	33252645	33276587	5	-2.8088	2047, 2051
1	33291991	35578903	122	-0	2052, 2173
1	35657023	35658539	5	-1.3559	2174, 2178
1	35824686	36074913	21	-0	2179, 2199
1	36074935	36096947	4	-2.2419	2200, 2203
1	36181583	38265636	150	0	2204, 2353
1	38272859	38273595	5	-1.8829	2354, 2358
1	38274266	38411472	17	-0	2359, 2375
1	38446321	38455241	5	-2.3818	2376, 2380
1	38463699	43825033	317	0	2381, 2697
1	43825172	43825508	4	-2.3879	2698, 2701
1	43830053	44402218	47	0	2702, 2748
1	44415251	44423127	5	-1.8301	2749, 2753
1	44435925	44442497	9	-0.6278	2754, 2762
1	44442692	44595401	21	-0	2763, 2783
1	44680407	44684133	4	-1.679	2784, 2787
1	44684352	45221656	26	0	2788, 2813
1	45242372	45243418	4	-2.7055	2814, 2817
1	45243453	45252236	3	-0.7623	2818, 2820
1	45252263	45294064	14	-0	2821, 2834
1	45294694	45297937	4	-0.5806	2835, 2838
1	45363089	45444132	5	-2.4076	2839, 2843
1	45474252	52861816	330	0	2844, 3173
1	52862014	52876873	7	-1.7038	3174, 3180
1	52941006	53699237	71	-0	3181, 3251
1	53699254	53699319	2	-2.4353	3252, 3253
1	53704031	89270174	745	0.0019	3254, 3998
1	89323036	89352977	5	-1.857	3999, 4003
1	89427067	91382471	72	0	4004, 4075
1	91382515	91816378	10	-0.7057	4076, 4085
1	91817152	91859671	4	0.0221	4086, 4089
1	91973927	91981373	5	-2.7153	4090, 4094
1	92185679	109714566	361	0.0134	4095, 4455
1	109772097	109773572	4	-2.6765	4456, 4459
1	109774293	109898015	20	-0	4460, 4479
1	109953699	109954804	4	-1.7161	4480, 4483
1	109955697	147426585	703	0.0269	4484, 5186
1	147426580	149858711	27	-0.5033	5187, 5213
1	149859184	149898369	16	-0.0154	5214, 5229
1	149898453	149898689	2	-2.0682	5230, 5231
1	149899072	150257035	52	0.1707	5232, 5283
1	150280484	150307470	9	-0.8278	5284, 5292
1	150307636	150527979	21	0.0298	5293, 5313
1	150551690	150551914	5	-1.0029	5314, 5318
1	150598198	151209243	121	0.1023	5319, 5439
1	151210653	151238589	5	-1.3249	5440, 5444
1	151238779	151372198	22	0.0762	5445, 5466
1	151372484	151372677	4	-3.1197	5467, 5470
1	151381033	160253369	1071	0.0013	5471, 6541
1	160269028	160303447	5	-2.0282	6542, 6546
1	160318816	249212038	2756	-2e-4	6547, 9302
2	46045	3604446	70	-0	9303, 9372
2	3623456	3625365	3	-2.1534	9373, 9375
2	3687904	9570062	55	0	9376, 9430
2	9572759	9581999	4	-1.6212	9431, 9434
2	9618377	10263139	36	0	9435, 9470
2	10263587	10267281	4	-3.0019	9471, 9474
2	10282406	24285943	229	0	9475, 9703
2	24291228	24296965	5	-1.4158	9704, 9708
2	24303817	27565850	248	-7e-4	9709, 9956
2	27590879	27590984	3	-2.0345	9957, 9959
2	27591227	29093017	109	0.0219	9960, 10068
2	29117664	29135549	5	-1.7127	10069, 10073
2	29222070	38976774	211	0.0805	10074, 10284
2	38976778	38977216	4	-1.8881	10285, 10288
2	39006245	45780862	161	0.1317	10289, 10449
2	45789790	46574097	10	-1.0648	10450, 10459
2	46574148	62081072	289	0.0856	10460, 10748
2	62104101	62115537	5	-1.7188	10749, 10753
2	62132887	65325207	82	0.046	10754, 10835
2	65473698	65480892	5	-1.0824	10836, 10840
2	65543913	68374693	20	0.0557	10841, 10860
2	68384444	68385618	6	-0.6539	10861, 10866
2	68385623	70188651	98	0.0672	10867, 10964
2	70315040	70315337	4	-1.6592	10965, 10968
2	70315387	73475007	135	0.0682	10969, 11103
2	73476114	73477490	3	-2.4904	11104, 11106
2	73477484	128459553	1275	-0.0045	11107, 12381
2	128522482	128610511	8	-1.8325	12382, 12389
2	128610586	169707813	583	-0.0066	12390, 12972
2	169732604	169745964	5	-1.7993	12973, 12977
2	169757995	172411136	105	-0	12978, 13082
2	172563874	172583319	5	-1.5399	13083, 13087
2	172671657	180348041	242	0	13088, 13329
2	180835456	180851512	5	-1.012	13330, 13334
2	181846932	189949942	116	0.0472	13335, 13450
2	189963454	190329915	6	-0.8487	13451, 13456
2	190430173	198285827	149	0.0101	13457, 13605
2	198288589	198334810	8	-0.6696	13606, 13613
2	198361889	198365963	5	-1.8555	13614, 13618
